id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
rcwales_4702,"Repair Cafe Wales",GBR,"Electrical Item ~ Misc",Misc,18,Silvercrest,,,Unknown,,Penarth,2021-05-22,"I have a heated blanket which does not work."
rcwales_7505,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Futura,,,"End of life","Item too worn out","Cardiff, Cathays",2021-06-05,"Replacement items need to be put in."
rcwales_7506,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Unknown,,,"End of life","Spare parts not available",Carmarthen,2021-06-21,"Lap top hinge loose. Need More Mechanical help."
rcwales_7507,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Unknown,,,Fixed,,Carmarthen,2021-06-21,"Broken electrical item."
rcwales_7508,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Flymo,,,Fixed,,Carmarthen,2021-07-03,"Lawn mower cable broken."
rcwales_7509,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Unknown,,,Repairable,,"Cardiff, Cathays",2021-07-03,"Not working as expected. There is a piece on the motor shaft that needs to be removed if the motor is replaced."
rcwales_7510,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,"Tesco ceramic fanheater",,,Unknown,,"Cardiff, Cathays",2021-07-12,"Fan won't  blow  or heat."
rcwales_7511,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Challenge,,,Fixed,,Carmarthen,2021-10-09,"It’s an oil filled radiator that stopped working, I replaced the fuse and it went again. Unplug when not in use."
rcwales_7512,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Beldray,,,Fixed,,"Newport RE:MAKE",2021-10-16,"Item had bike fall on it, visitor wanted to know if it was still working and safe."
rcwales_7513,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Unknown,,,Repairable,,"Boat of Garten",2021-11-07,"Not heating."
rcwales_7514,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Unknown,,,"End of life","Item too worn out",Penarth,2021-11-28,"Fan heater not working."
rcwales_7515,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Blyss,,,"End of life","Spare parts not available",Quarndon,2021-12-04,"Not working."
rcwales_7516,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Warmlight,,,Fixed,,"Newport RE:MAKE",2021-12-23,"Plug brokrn."
rcwales_5211,"Repair Cafe Wales",GBR,"Electrical Item ~ Games Console","Games console",38,Xbox,,,Fixed,,"Swansea, City Centre",2022-01-15,"Making noises,"
rcwales_7517,"Repair Cafe Wales",GBR,"Electrical Item ~ Hi-Fi Integrated","Hi-Fi integrated",12,Unknown,,,Fixed,,"Swansea, City Centre",2022-01-15,"cd not opening."
rcwales_5183,"Repair Cafe Wales",GBR,"Electrical Item ~ Tablet",Tablet,30,Samsunf,,,Fixed,,"Newport RE:MAKE",2022-01-20,"No sound. Couldn't find a fault. May have been muted."
rcwales_5182,"Repair Cafe Wales",GBR,"Electrical Item ~ Lamp",Lamp,15,Unknown,,,Fixed,,"Newport RE:MAKE",2022-01-20,"Fitting broken."
rcwales_5185,"Repair Cafe Wales",GBR,"Electrical Item ~ Vacuum",Vacuum,34,Miele,,,Repairable,,"Newport RE:MAKE",2022-01-20,"Motor problem?"
rcwales_5184,"Repair Cafe Wales",GBR,"Electrical Item ~ Misc",Misc,18,Parkside,,,"End of life","Item too worn out","Newport RE:MAKE",2022-01-20,"Glue gun not heating up. Glue won't squeeze out."
rcwales_5186,"Repair Cafe Wales",GBR,"Electrical Item ~ Kettle",Kettle,14,Delonghi,,,Fixed,,"Newport RE:MAKE",2022-01-21,"Kettle stopped working."
rcwales_5187,"Repair Cafe Wales",GBR,"Electrical Item ~ TV and gaming-related accessories","TV and gaming-related accessories",33,Samsung,,,"End of life","Item too worn out","Newport RE:MAKE",2022-01-22,"Unsure how it broke, was like this when I bought it. Problem with the display."
rcwales_5190,"Repair Cafe Wales",GBR,"Electrical Item ~ Laptop",Laptop,16,Apple,,,"End of life","Item too worn out","Newport RE:MAKE",2022-01-22,"Possible heat damage."
rcwales_5189,"Repair Cafe Wales",GBR,"Electrical Item ~ Portable Radio","Portable radio",23,Roberts,,,Fixed,,"Newport RE:MAKE",2022-01-22,"Intermittently working."
rcwales_5188,"Repair Cafe Wales",GBR,"Electrical Item ~ Vacuum",Vacuum,34,Vax,,,Fixed,,"Newport RE:MAKE",2022-01-22,"Brush bar not turning."
rcwales_5210,"Repair Cafe Wales",GBR,"Electrical Item ~ Sewing machine","Sewing machine",27,Unknown,,,Fixed,,Penarth,2022-01-23,"Needs Pat test."
rcwales_5205,"Repair Cafe Wales",GBR,"Electrical Item ~ Vacuum",Vacuum,34,Dyson,,,Unknown,,Penarth,2022-01-23,"No suction."
rcwales_5209,"Repair Cafe Wales",GBR,"Electrical Item ~ Lamp",Lamp,15,Dk,,,Fixed,,Penarth,2022-01-23,Flickering.
rcwales_5206,"Repair Cafe Wales",GBR,"Electrical Item ~ Misc",Misc,18,Dk,,,"End of life","Spare parts too expensive",Penarth,2022-01-23,"Cd player."
rcwales_5202,"Repair Cafe Wales",GBR,"Electrical Item ~ Lamp",Lamp,15,Dk,,,Fixed,,Penarth,2022-01-23,"Won’t switch on."
rcwales_5207,"Repair Cafe Wales",GBR,"Electrical Item ~ Coffee Maker","Coffee maker",36,Unknown,,,"End of life","Repair information not available",Penarth,2022-01-23,"Not working."
rcwales_7518,"Repair Cafe Wales",GBR,Heater,"Small home electrical",28,Dk,,,Fixed,,Penarth,2022-01-23,"Won’t turn on."
rcwales_5191,"Repair Cafe Wales",GBR,"Electrical Item ~ Toaster",Toaster,31,DeLonghi,,,Fixed,,"Newport Tredegar House",2022-01-23,"Toaster not going down."
rcwales_5201,"Repair Cafe Wales",GBR,"Electrical Item ~ Portable Radio","Portable radio",23,Dk,,,"End of life","Item too worn out",Penarth,2022-01-23,"Not working."
rcwales_5199,"Repair Cafe Wales",GBR,"Electrical Item ~ Toaster",Toaster,31,Dk,,,"End of life","Item too worn out",Penarth,2022-01-23,"Not working."
rcwales_5197,"Repair Cafe Wales",GBR,"Electrical Item ~ Misc",Misc,18,Unknown,,,Fixed,,Penarth,2022-01-23,"Lead for razor."
rcwales_5196,"Repair Cafe Wales",GBR,"Electrical Item ~ Toaster",Toaster,31,Breville,,,Fixed,,"Newport Tredegar House",2022-01-23,"Tripped our electrics."
rcwales_5195,"Repair Cafe Wales",GBR,"Electrical Item ~ Kettle",Kettle,14,Blaupunkt,,,Fixed,,"Newport Tredegar House",2022-01-23,"Not boiling."
rcwales_5193,"Repair Cafe Wales",GBR,"Electrical Item ~ Lamp",Lamp,15,Next,,,"End of life","Spare parts not available","Newport Tredegar House",2022-01-23,"The plastic bit that the bulb threads into was broken."
rcwales_5204,"Repair Cafe Wales",GBR,"Electrical Item ~ Small home electrical","Small home electrical",28,Dk,,,Repairable,,Penarth,2022-01-23,"CD player - door jammed."
rcwales_5198,"Repair Cafe Wales",GBR,"Electrical Item ~ Toaster",Toaster,31,Dk,,,"End of life","Item too worn out",Penarth,2022-01-23,"Not working."
rcwales_5194,"Repair Cafe Wales",GBR,"Electrical Item ~ Toaster",Toaster,31,Delonghi,,,"End of life","Spare parts too expensive","Newport Tredegar House",2022-01-23,"Left hand side not working."
