id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
anstiftung_11539,anstiftung,DEU,"Haushaltsgeräte ~ Siebträgermaschine","Coffee maker",36,Krups,1998,25,"End of life","Spare parts too expensive",2711,2023-03-29,"Pumpe defekt"
anstiftung_11540,anstiftung,DEU,"Elektro divers ~ Bluetooth Musik Box","Hi-Fi integrated",12,JBL,2016,7,Repairable,,2711,2023-03-29,"Akku lädt nicht"
anstiftung_11541,anstiftung,DEU,"Unterhaltungselektronik ~ Lautsprecher(boxen)","Hi-Fi separates",13,Trust,2013,10,Fixed,,2711,2023-03-29,"Ohne Funktion"
anstiftung_11542,anstiftung,DEU,"Computer ~ Laptop",Laptop,16,Toshiba,2015,8,"End of life",,2711,2023-03-29,"Netzteilbuchse und Grafikkarte defekt"
anstiftung_11543,anstiftung,DEU,"Elektro divers ~ Aktenvernichter","Paper shredder",21,Genie,2018,5,"End of life",,2711,2023-03-29,Getriebeschaden
anstiftung_11544,anstiftung,DEU,"Haushaltsgeräte ~ Wasserkocher",Kettle,14,"Support Plus",2018,5,"End of life","No way to open product",2711,2023-03-29,"ohne Funktion"
anstiftung_11545,anstiftung,DEU,"Haushaltsgeräte ~ Handrührgerät","Food processor",37,Severin,2020,3,"End of life","Spare parts too expensive",2711,2023-03-29,"Läuft zu schnell"
anstiftung_11546,anstiftung,DEU,"Unterhaltungselektronik ~ Radio","Portable radio",23,Philips,1993,30,Repairable,,2711,2023-03-29,"Kasette spielt nicht"
anstiftung_11547,anstiftung,DEU,"Computer ~ Laptop",Laptop,16,Fujitsu,2008,15,Repairable,,2711,2023-03-29,"Ohne Funktion"
anstiftung_11548,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",36,Philips,2013,10,Repairable,,2711,2023-03-29,"Fehlermeldungen, Motorgeräusch"
anstiftung_11549,anstiftung,DEU,"Computer ~ Desktopcomputer","Desktop computer",4,Eigenbau,2020,3,Fixed,,2711,2023-03-29,Softwareproblem
anstiftung_11550,anstiftung,DEU,"Unterhaltungselektronik ~ Videorekorder","DSLR/video camera",6,Grundig,1999,24,Fixed,,2711,2023-03-29,"Klappe klemmt"
anstiftung_11551,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",37,Krups,2017,6,Fixed,,2711,2023-03-29,"ohne Funktion"
anstiftung_11552,anstiftung,DEU,"Elektro divers ~ Lampe",Lamp,15,Tedi,2021,2,Fixed,,2711,2023-03-29,"Schalter defekt"
anstiftung_11553,anstiftung,DEU,"Elektro divers ~ Lampe",Lamp,15,"no name",2018,5,Fixed,,2711,2023-03-29,"Fassung defekt"
anstiftung_11554,anstiftung,DEU,"Elektro divers ~ Lampe",Lamp,15,Eigenbau,2019,4,Fixed,,2711,2023-03-29,"Ohne Funktion"
anstiftung_11555,anstiftung,DEU,"Haushaltsgeräte ~ Fotoapparat","Digital compact camera",5,Minolta,1988,35,Fixed,,2711,2023-03-29,"Ohne Funktion"
anstiftung_11556,anstiftung,DEU,"Elektro divers ~ Nebelmaschine",Misc,18,Antari,2022,1,Fixed,,2711,2023-03-29,"Ohne Funktion"
anstiftung_11557,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,34,Moulinex,2003,20,Fixed,,2711,2023-03-29,"ohne Funktion"
anstiftung_11558,anstiftung,DEU,"Haushaltsgeräte ~ Küchenmaschine","Food processor",37,Bosch,2018,5,Unknown,,2711,2023-03-29,"ohne Funktion"
anstiftung_11559,anstiftung,DEU,"Haushaltsgeräte ~ Bügeleisen",Iron,40,Philips,2021,2,Fixed,,45065,2023-03-28,"Bedienungsfehler. Besitzerin eingewiesen"
anstiftung_11560,anstiftung,DEU,"Haushaltsgeräte ~ Handrührgerät","Food processor",37,Braun,,,Fixed,,45065,2023-03-28,"Zahnrad gebrochen. Besitzerin besorgt einen neuen Zahnradsatz"
anstiftung_11561,anstiftung,DEU,"Unterhaltungselektronik ~ Kassettenrekorder","Hi-Fi separates",13,Grundig,1988,35,Fixed,,5073,2023-03-28,"Kassette Wiedergabe geht nicht.Kassettenlaufwerk, Tonkopf, Wellen usw. gereinigt und geölt. Riemen war ausgeleiert, ersetzt. Kontakte im Umschalter gereinigt."
anstiftung_11562,anstiftung,DEU,"Unterhaltungselektronik ~ Stereoanlage","Hi-Fi integrated",12,Technics,1993,30,Fixed,,5073,2023-03-28,"geht alleine immer wieder aus; Kassettendeck Bandsalat.2 Elkos wurden gewechselt"
anstiftung_11563,anstiftung,DEU,"Unterhaltungselektronik ~ CD-Radio","Portable radio",23,Grundig,2013,10,Fixed,,5073,2023-03-28,"CD wird nicht abgespielt.Die CD lief nicht an. Das Gerät wurde bis zum CD-Laufwerk demontiert. Wir konnten ein Madengespinnst im Mikrogetriebe des Laserschlittens feststellen, wodurch der Antrieb blockiert wurde."
anstiftung_11564,anstiftung,DEU,"Elektro divers ~ Personenwaage","Hair & beauty item",9,Soehnle,2003,20,Unknown,,5073,2023-03-28,"keine richtige Anzeige, Anzeige nicht interpretierbar.interner Fehler in der Steuerelektronik nicht aufzufinden, Reparatur nicht möglich"
anstiftung_11565,anstiftung,DEU,"Haushaltsgeräte ~ Staubsauger",Vacuum,34,Kirby,1998,25,Unknown,,5073,2023-03-28,"Keine Funtion - Fehler nicht gefunden"
anstiftung_11566,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemühle","Food processor",37,"Russell Hobbs",2019,4,"End of life","Spare parts not available",2711,2023-03-28,"Ohne Funktion"
anstiftung_11567,anstiftung,DEU,"Elektro divers ~ LED-Licht/LED-Leuchte","Decorative or safety lights",3,Unknown,,,"End of life","Spare parts not available",2711,2023-03-28,"Akku defekt"
anstiftung_11568,anstiftung,DEU,"Haushaltsgeräte ~ Kaffeemaschine","Coffee maker",36,KitchenAid,2021,2,Repairable,,2711,2023-03-28,Displayschaden
anstiftung_11569,anstiftung,DEU,"Elektro divers ~ Verstärker","Hi-Fi separates",13,Yamaha,2006,17,Repairable,,2711,2023-03-28,"Nicht funktionstüchtig"
anstiftung_11570,anstiftung,DEU,"Unterhaltungselektronik ~ Walkman","Hi-Fi integrated",12,AIWA,2003,20,Repairable,,2711,2023-03-28,"Kopfhörerbuchse defekt"
anstiftung_11571,anstiftung,DEU,"Elektro divers ~ LED-Licht/LED-Leuchte","Decorative or safety lights",3,Unknown,2018,5,Fixed,,2711,2023-03-28,"Anschluss für Strom auswechseln"
