id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
fixitclinic_1184,"Fixit Clinic",USA,Iron,Iron,40,Sunbeam,2016,2,Unknown,,"Fixit Clinic",2018-01-02,"Steam selector switch broken, tip of soleplate broken."
fixitclinic_1185,"Fixit Clinic",USA,Iron,Iron,40,Sunbeam,,,Unknown,,"Fixit Clinic",2018-01-02,"I'm just testing out the form. Check the physical condition of the item before picking it up of the street."
fixitclinic_1186,"Fixit Clinic",USA,"Artificial christmas tree lights","Decorative or safety lights",3,GE,,,Unknown,,"Fixit Clinic",2018-01-13,"The team spent about 2 hours trying to get some of the strings to work. We got some lights to work. It seemed that some of the wiring was faulty. In the end, we decided it made sense to remove the lights and replace with new strings. This solution was far superior to purchasing a new tree. The challenge was that the GE lights had ""current limiting"" sockets that did not take regular bulbs. We went down the path of following these instructions:http://www.gatwood.net/odds_and_ends/ge_lights.htmlYou can try this, but you might just want to remove the old strings and hang new ones. I thought that the new strings would not look as neat as the ready-made ones, but the Fixit helper informed me that I could wrap the new string around the tree in the same way that the old ones had been placed."
fixitclinic_1187,"Fixit Clinic",USA,"12"" Table Fan",Fan,7,Holmes,,,Unknown,,"Fixit Clinic",2018-01-14,"The problem with the fan assembly was fixed. Don't declare it broken without trying to get help from someone who may be ""handier"" than you are.  If nothing else, they  may be able to help you evaluate whether it is repairable by someone even more skilled."
fixitclinic_1188,"Fixit Clinic",USA,"upright vacuum",Vacuum,34,Hoover,,,Unknown,,"Fixit Clinic",2018-01-14,"On the way to the clinic I stopped at the Vacuum Cleaner shop to buy a belt, which had been suggested by a couple of people as the probable problem.  Turns out the store would install the belt for me, so I left it there for them to do it.  I would not have known they could instantly diagnose the problem and take care of it if I hadn't gone there on the way to the clinic. Try to find repair help, and don't be quick to declare something broken and disposable."
fixitclinic_1189,"Fixit Clinic",USA,"CD player","Hi-Fi separates",13,Curtis,,,Unknown,,"Fixit Clinic",2018-01-14,"The lid on the device wasn't latching, and this made it impossible to play a CD. My coach helped me take apart the machine, and discarded a spring controlling the lid, which thereafter stayed closed. If you can't fix a (small?) broken piece on your item, see if there's a work-around."
fixitclinic_1190,"Fixit Clinic",USA,Fan,Fan,7,Aries,,,Unknown,,"Fixit Clinic",2018-01-14,"The fan works now! We oiled the bearings and all is well. You don't necessarily need to take the whole thing apart. Try letting the oil glide down the bearing instead."
fixitclinic_1191,"Fixit Clinic",USA,blender,"Food processor",37,"kitchen aid",,,Unknown,,"Fixit Clinic",2018-01-14,"A part required replacing. The directions supplied with the new part(s) made replacement procedure unclear."
fixitclinic_1192,"Fixit Clinic",USA,"SSW Radio /Dual Conversion12 Bands/Dual Clock/FM Stereo/SW/MW/PLL Synthesized Receiverual Clock Radio","Portable radio",23,SONY,,,Repairable,,"Fixit Clinic",2018-01-19,"It was fixed however I dropped it 6 months ago. Well, it was fixed once I am certain you guys can do it again.  If you cannot, then nobody can!  It's a cool looking little radio.  I saw one on E-Bay but it was sold quite awhile ago."
fixitclinic_1193,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,Brother,,,Unknown,,"Fixit Clinic",2018-01-21,"Only sews backwards."
fixitclinic_1194,"Fixit Clinic",USA,"Rice cooker","Small kitchen item",29,"Black and Decker",,,"End of life",,"Fixit Clinic",2018-01-21,"Nice gentleman Steve spent time with us diagnosing the problem.  It turns out that the in-line thermal fuse had blown, and he didn't have a comparable on to replace it with. Steve was very diligent in isolating the problem; with the use of a volt meter, he traced the problem along the power cord till he reached the in-line thermal fuse.  That was where the power no longer flowed, thus isolating the problem."
fixitclinic_1195,"Fixit Clinic",USA,"FM/AM Radio Cassette-Corder","Portable radio",23,Son,,,Fixed,,"Fixit Clinic",2018-01-21,"Clinic fixed the volume control. Go to the Fixit Clinic."
fixitclinic_1197,"Fixit Clinic",USA,Toaster,Toaster,31,Cuisinart,,,"End of life",,"Fixit Clinic",2018-01-21,"During the fixit clinic, determined the toaster has electrical/PCB issues. In the future, do not buy a bread heater that contains PCBs!  Seriously, cleaning the crumbs off the electromagnet and polishing the oxidation off contacts at the lever/switch are probably the two things that will fix 99% of toasters broken in this way (lever does not stay down)."
fixitclinic_1199,"Fixit Clinic",USA,ipad,Tablet,30,Apple,2014,4,Fixed,,"Fixit Clinic",2018-01-27,"Not accepting password."
fixitclinic_1201,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,"Singer ""Featherweight""",,,Fixed,,"Fixit Clinic",2018-01-27,"Bobbin threader not working."
fixitclinic_1203,"Fixit Clinic",USA,Lamp,Lamp,15,Unknown,,,Repairable,,"Fixit Clinic",2018-01-27,"Needs rewiring and new switch."
fixitclinic_1206,"Fixit Clinic",USA,"Cuisinart Food Mixer","Food processor",37,Cuisinart,,,Fixed,,"Fixit Clinic",2018-01-27,"No power."
fixitclinic_1207,"Fixit Clinic",USA,"Christmas Song Village",Toy,32,"Roman Inc",,,Fixed,,"Fixit Clinic",2018-01-27,"Stopped Singing."
fixitclinic_1208,"Fixit Clinic",USA,"Barbie CD Player - Pink with radio",Toy,32,Unknown,,,Fixed,,"Fixit Clinic",2018-01-27,"Skipping when moved at all."
fixitclinic_1209,"Fixit Clinic",USA,"Immersion Blender","Food processor",37,"Cusinart Smart Stick Hand Blender",2013,5,Fixed,,"Fixit Clinic",2018-01-27,"Won't blend without terrible noise - gear coming out."
fixitclinic_1210,"Fixit Clinic",USA,Fan,Fan,7,Holmes,2014,4,Fixed,,"Fixit Clinic",2018-01-27,"Doesn't Spin."
fixitclinic_1211,"Fixit Clinic",USA,Clock,Watch/clock,35,Personalization,2009,9,Fixed,,"Fixit Clinic",2018-01-27,"Clock hands fell off."
fixitclinic_1212,"Fixit Clinic",USA,Lamp,Lamp,15,Unknown,,,Repairable,,"Fixit Clinic",2018-01-27,"Needs new socket and rewiring."
fixitclinic_1214,"Fixit Clinic",USA,Lamp,Lamp,15,Unknown,,,Fixed,,"Fixit Clinic",2018-01-27,"I want a three way socket installed."
fixitclinic_1215,"Fixit Clinic",USA,Vacuum,Vacuum,34,Meili,,,Repairable,,"Fixit Clinic",2018-01-27,"Cord doesn't retract."
fixitclinic_1216,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,"Viking Husqvarna",,,Fixed,,"Fixit Clinic",2018-01-27,"Function slide is not working."
fixitclinic_1218,"Fixit Clinic",USA,"room air purifier",Aircon/dehumidifier,1,"Austin Air",,,Repairable,,"Fixit Clinic",2018-01-28,"Item was damaged @ repair event. Don't allow other volunteers to intervene without permission from owner.  Pause before trying to force something that isn't working.  Treat items with care/gentleness."
fixitclinic_1220,"Fixit Clinic",USA,"desk lamp",Lamp,15,Unknown,,,Fixed,,"Fixit Clinic",2018-01-28,"Problem was fixed at the cinic. Look for lose parts."
fixitclinic_1221,"Fixit Clinic",USA,Laptop,Laptop,16,Lenovo,2013,5,Unknown,,"Fixit Clinic",2018-01-28,"2017 , Screen Broken."
fixitclinic_1222,"Fixit Clinic",USA,Lamp,Lamp,15,Unknown,,,Fixed,,"Fixit Clinic",2018-01-29,"Wiring was repaired. Cut out bad wire, test and mend."
fixitclinic_1223,"Fixit Clinic",USA,"Kid's keyboard",Toy,32,Canto,,,Repairable,,"Fixit Clinic",2018-01-29,"It is fixed! I have a broken diode and will try and buy a new one but in the meantime it worked. But when I got home it didn't work again. Not sure. Find a good fix it person like I got? He was fantastic."
fixitclinic_1224,"Fixit Clinic",USA,"Bedside lamp",Lamp,15,Target,,,Fixed,,"Fixit Clinic",2018-01-29,"Embarrassingly enough, the lamp worked when I brought it in. My fixer made a guess what might have been wrong (a compressed contact) and showed me how to fix it on my own. He did not take it apart. can't think of anything."
fixitclinic_1225,"Fixit Clinic",USA,"car Key",Misc,18,"Land Rover",,,Repairable,,"Fixit Clinic",2018-01-29,"Open de fob, tried to swap 2 buttons, could not do it because too tiny, would need a micro-welding machine."
fixitclinic_1226,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,"Sears Kenmore",,,Repairable,,"Fixit Clinic",2018-01-29,"Stopped working."
fixitclinic_1228,"Fixit Clinic",USA,"Wireless headphones",Headphones,11,Unknown,2017,1,Unknown,,"Fixit Clinic",2018-01-30,"Not charging."
fixitclinic_1229,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,Unknown,,,Fixed,,"Fixit Clinic",2018-01-30,"Doesn't work."
fixitclinic_1230,"Fixit Clinic",USA,"plastic food processor top","Food processor",37,Braun,,,Fixed,,"Fixit Clinic",2018-01-30,"Chute part melted, want to cut top part off so I can use the pusher."
fixitclinic_1231,"Fixit Clinic",USA,LAMP,Lamp,15,"Unclear (older model - ceramic body)",2013,5,Fixed,,"Fixit Clinic",2018-01-30,"It will not light."
fixitclinic_1233,"Fixit Clinic",USA,"Computer & Bluetooth keyboard","PC accessory",22,Apple/Logitech,,,Unknown,,"Fixit Clinic",2018-01-30,"Keyboards have problems."
fixitclinic_1234,"Fixit Clinic",USA,Toaster,Toaster,31,"Black & Decker",,,Fixed,,"Fixit Clinic",2018-01-30,"Difficult to engage ""plunger/starter"" arm."
fixitclinic_1235,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,Kenmore,,,Fixed,,"Fixit Clinic",2018-01-30,"Tension needs adjustments and needs cleaning."
fixitclinic_1236,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,Janome,,,Fixed,,"Fixit Clinic",2018-01-30,"Bobbin pops out."
fixitclinic_1239,"Fixit Clinic",USA,"Swedish Candelabra",Lamp,15,Unknown,,,Fixed,,"Fixit Clinic",2018-01-30,"Stopped working suddenly- used every year at Christmas."
fixitclinic_1240,"Fixit Clinic",USA,"Small Heater","Small home electrical",28,"Nantucket Breeze",,,Unknown,,"Fixit Clinic",2018-01-30,"Got used- doesn't work."
fixitclinic_1242,"Fixit Clinic",USA,radio,"Portable radio",23,Unknown,,,Fixed,,"Fixit Clinic",2018-01-31,"I tried using batteries instead of the power supply. use all the knobs."
fixitclinic_1243,"Fixit Clinic",USA,"wired in light fixture",Lamp,15,Unknown,,,"End of life",,"Fixit Clinic",2018-02-02,"threaded part which holds bulb broke off."
fixitclinic_1244,"Fixit Clinic",USA,"Wall Clock",Watch/clock,35,Sunbeam,,,Fixed,,"Fixit Clinic",2018-02-08,"I had changed the batteries multiple times but the clock stopped working after a few days.  The battery that had been in the clock for the past few months was corroded.  We cleaned out the metal part that holds the battery and so far my clock is working just fine! Learning how to troubleshoot is key!  My fix was an easy one that I could have clearly figured out on my own if only I knew what to look for.  Attending the fixit clinic exposed me to troubleshooting methods for the future."
fixitclinic_1245,"Fixit Clinic",USA,"Swiffer WetJet floor mop","Small home electrical",28,Swiffer,,,Fixed,,"Fixit Clinic",2018-02-09,"The batteries were replaced (one of them had exploded) and also we unclogged the nozzle."
fixitclinic_1246,"Fixit Clinic",USA,headphones,Headphones,11,sennheiser,,,Fixed,,"Fixit Clinic",2018-02-09,"Took apart the jack and soldered the wires. Works better than before now."
fixitclinic_1247,"Fixit Clinic",USA,Ozonator,Aircon/dehumidifier,1,"Living Air",,,Fixed,,"Fixit Clinic",2018-02-09,"At least two out of three were fixed. One was fixed via cleaning (all over the inside, and also so that the fan can rotate better). I'm not sure how the others were fixed."
fixitclinic_1248,"Fixit Clinic",USA,"Electric Dog Polisher","Small home electrical",28,Mitshubishi,,,Unknown,,"Fixit Clinic",2018-02-10,"fails to start-up."
fixitclinic_1249,"Fixit Clinic",USA,toaster,Toaster,31,dualit,,,Repairable,,"Fixit Clinic",2018-02-10,"mechanical timer."
fixitclinic_1251,"Fixit Clinic",USA,blender,"Food processor",37,Cuisinart,,,Fixed,,"Fixit Clinic",2018-02-11,"It was discovered that I had assembled the pitcher part of the blender incorrectly. Check to make sure that the rubber seal is placed correctly."
fixitclinic_1253,"Fixit Clinic",USA,Fan,Fan,7,Windbreeze,,,Repairable,,"Fixit Clinic",2018-02-12,"Tried oiling the fan. That got the blades to turn,but still no go. Fixit suggested replacing capacitor. I will bring new capacitor to clinic for help in soldering it. Bring it to a fixit clinic. Beyond oiling it, I wouldn't know what to do."
fixitclinic_1255,"Fixit Clinic",USA,"electric toothbrush (recharageable)","Hair & beauty item",9,Braun,,,Fixed,,"Fixit Clinic",2018-02-14,"Item headed for the trash after one unsuccessful attempt @ repair event; salvaged by another volunteer and brought back to life. Do your research!  Ask questions.  Obtain or determine a diagnosis or plan of action prior to attempting to repair.  Don't force anything!"
fixitclinic_1260,"Fixit Clinic",USA,smartphone,Mobile,19,Apple,,,Fixed,,"Fixit Clinic",2018-02-16,"its repaired. use all available resources e.g. ifixit's step-by-step guide and youtube videos in tandem. Whole screen was replaced (shield plate.) had to take out camera and speaker and transplant a bunch of stuff to the new shield plate."
fixitclinic_1261,"Fixit Clinic",USA,Fan,Fan,7,Windchaser,,,Repairable,,"Fixit Clinic",2018-02-20,"Fan still doesn't work.Tried lubing the shaft, replacing the capacitor - NI. Tried lube again. Replaced battery in the switch (it's a remote ) '- NI. Will take off housing again. Was told there are brushes near the electromagnet that may be out of whack. Go to fixit clinic."
fixitclinic_1262,"Fixit Clinic",USA,"Hot Water Kettle",Kettle,14,Melitta,,,Fixed,,"Fixit Clinic",2018-02-20,"Does not heat, the thermal fuse opened up."
fixitclinic_1264,"Fixit Clinic",USA,"Weed wacker","Power tool",24,Ryobi,,,Repairable,,"Fixit Clinic",2018-02-25,"Made progress but couldn't get a part removed to have access. Look for a help line phone number on the device.  It helped greatly."
fixitclinic_1266,"Fixit Clinic",USA,"clock radio w/cd player","Portable radio",23,Unknown,,,Fixed,,"Fixit Clinic",2018-02-26,"cd player just spins and spins; no without player disk."
fixitclinic_1267,"Fixit Clinic",USA,mixer,"Food processor",37,KitchenAid,,,Fixed,,"Fixit Clinic",2018-02-27,"Planetary mechanism had fallen off."
fixitclinic_1268,"Fixit Clinic",USA,microwave,"Small kitchen item",29,Kenmore,2014,4,Fixed,,"Fixit Clinic",2018-03-02,"did not turn on."
fixitclinic_1269,"Fixit Clinic",USA,"American DJ CDJ","Hi-Fi separates",13,"American DJ",,,Repairable,,"Fixit Clinic",2018-03-02,"It wasnt repaired before, not enough time."
fixitclinic_1270,"Fixit Clinic",USA,"Coffee Grinder","Food processor",37,Rancilio,,,Fixed,,"Fixit Clinic",2018-03-02,"The burrs were cleaned."
fixitclinic_1271,"Fixit Clinic",USA,Toaster,Toaster,31,"Hamilton Beach",,,Fixed,,"Fixit Clinic",2018-03-02,"The toaster lever magnetic contacts were malfunctioning and it got fixed by cleaning out the debris. Do not turn the toaster upside down to remove crumbs, as the crumbs clogged the contacts.  Remove and clean out the crumb tray at the bottom."
fixitclinic_1272,"Fixit Clinic",USA,Laptop,Laptop,16,Apple,2010,8,Unknown,,"Fixit Clinic",2018-03-03,"I need to clone the hard drive, and potentially reinstall the OS.  Hard drive and OS had no problem before  submitting laptop to Central Computer in Santa Clara for warranty repair, and now they allege there is a problem.  Historically this laptop had a manufacturing defect that Apple refused to repair under warranty.  The laptop was purchased in February 2012, even though it is considered late 2011 with a 2010 mfg date.  Supposedly the GPU failed due to a defect in the lead free solder.  I submitted it to Central Computer for repair without knowing that they don't do their own work and contract it out.  They have worked on it three different times, and no one really knows what they did on the first repair.  The laptop failed after 60 days, and failed three weeks later after the 2nd repair.  I am about to pickup the laptop after the 3rd repair, but apparently Central Computer now alleges something is wrong with the hard drive.  The hard drive was tested and in good working order after the 2nd repair, so I am a bit suspicious."
fixitclinic_1274,"Fixit Clinic",USA,clock,Watch/clock,35,Copal,,,Fixed,,"Fixit Clinic",2018-03-04,"We put some lubrication in the motor and the gear box after watching a Youtube video. Forgot to dust the numbers before closing it up, so do that."
fixitclinic_1276,"Fixit Clinic",USA,Headphones,Headphones,11,Sony,,,Fixed,,"Fixit Clinic",2018-03-04,"My cat chewed through the cord. I worked with Steve, who was extremely patient and we soldered the wires. The headphones work like new. I was a bit intimidated about working on the headphones myself because the wires were so small I could barely see them. It really helped to work with someone with experience. And Steve was so patient and kind!"
fixitclinic_1277,"Fixit Clinic",USA,"Cat fountain","Small home electrical",28,Petwell,,,Fixed,,"Fixit Clinic",2018-03-04,"My cat chewed the cord in 6 places. Steve checked each area and found that only one area required that the wires be soldered together and that the other areas would be fine just covered by electrical tape. These wires were large enough for me to see so with the encouragement of Steve, volunteer extraudinaire, I was able to fix the wires myself. It's always worth a little bit of effort to see if something is fixable. It certainly helps to have someone around who has experience to work with."
fixitclinic_1278,"Fixit Clinic",USA,"lamp switch",Lamp,15,Unknown,,,Repairable,,"Fixit Clinic",2018-03-04,"took back  a working lamp (works as 1 way switch should be a 3 way, but not. no advice lamps bulb holders and wiring varies from lamp to lamp."
fixitclinic_1279,"Fixit Clinic",USA,"Two food processors","Food processor",37,"Both were Cuisinart",,,Unknown,,"Fixit Clinic",2018-03-04,"Both motors worked! (I couldn't get them to do so). Also, some good info. given to me for recall/purchase of parts needed. Bring whatever complete parts/info. sheets to help with the process."
fixitclinic_1280,"Fixit Clinic",USA,Laptop,Laptop,16,"MacBook Pro",,,Repairable,,"Fixit Clinic",2018-03-06,"opened the chassis; diagnosed ruptured speaker diaphragm; dusted out the interior of computer. iFixit.com is a terrific resource."
fixitclinic_1281,"Fixit Clinic",USA,"Music Sampler","Hi-Fi separates",13,Yamaha,,,Repairable,,"Fixit Clinic",2018-03-21,"Encoders need to be replaced."
