id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
restart_3781,"The Restart Project",ARG,"Games console ~ Games console","Games console",38,Nintendo,,,Fixed,,"Club de Reparadores",2016-11-19,"Nintendo 1.8kg"
restart_3076,"The Restart Project",ARG,"Games console ~ Games console","Games console",38,Sega,,,Fixed,,"Club de Reparadores",2016-07-02,1.9kg
restart_3541,"The Restart Project",ARG,"Watch/clock ~ Clock",Watch/clock,35,Unknown,,,"End of life",,"Club de Reparadores",2016-11-04,"Alarm Clock"
restart_3192,"The Restart Project",ARG,"Watch/clock ~ Watch",Watch/clock,35,Unknown,,,"End of life",,"Club de Reparadores",2016-08-21,"Digital watch"
restart_3079,"The Restart Project",ARG,"Watch/clock ~ Watch",Watch/clock,35,Unknown,,,Fixed,,"Club de Reparadores",2016-07-02,Watch
restart_5620,"The Restart Project",ARG,"Sewing machine ~ Sewing machine","Sewing machine",27,Unknown,,,"End of life",,"Club de Reparadores",2017-07-01,"Sewing machine"
restart_4620,"The Restart Project",ARG,"Sewing machine ~ Sewing machine","Sewing machine",27,Unknown,,,Fixed,,"Club de Reparadores",2017-03-25,"Sewing machine"
restart_3604,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,"End of life",,"Club de Reparadores",2016-11-12,Iron
restart_3608,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3612,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3615,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3626,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3628,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3639,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-12,Iron
restart_3805,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,"End of life",,"Club de Reparadores",2016-11-20,Iron
restart_3808,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-11-20,Iron
restart_5595,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-07-01,Iron
restart_5221,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-06-03,Iron
restart_5223,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-06-03,Iron
restart_5228,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,"End of life",,"Club de Reparadores",2017-06-03,Iron
restart_5197,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-05-28,Iron
restart_5199,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-05-28,Iron
restart_5761,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2017-08-05,Iron
restart_2229,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,Iron
restart_2239,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,Iron
restart_2963,"The Restart Project",ARG,"Iron ~ Iron",Iron,40,Unknown,,,Fixed,,"Club de Reparadores",2016-06-21,Iron
restart_5605,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,"End of life",,"Club de Reparadores",2017-07-01,"Coffe maker"
restart_5202,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,"End of life",,"Club de Reparadores",2017-05-28,"Coffee maker"
restart_5754,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Fixed,,"Club de Reparadores",2017-08-05,"Coffee maker 3kg"
restart_5758,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Repairable,,"Club de Reparadores",2017-08-05,"Coffee maker"
restart_2234,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,"Coffee maker"
restart_2237,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,"Coffee maker"
restart_2245,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,"Coffee maker"
restart_3322,"The Restart Project",ARG,"Coffee maker ~ Coffee maker","Coffee maker",36,Unknown,,,Fixed,,"Club de Reparadores",2016-09-25,"Expresso maker"
restart_2243,"The Restart Project",ARG,"Flat screen 15-17""","Flat screen",8,Unknown,,,Fixed,,"Club de Reparadores",2016-02-14,
restart_11142,"The Restart Project",BEL,"Games console ~ Games console","Games console",38,Sony,2015,4,"End of life","Spare parts too expensive","Maakbaar Leuven",2019-01-26,"Power supply is defectOwner wil get a second hand PS2 device so that he can use the sone for spar parts"
restart_19837,"The Restart Project",BEL,"Games console","Games console",38,Sony,2006,15,Fixed,,"Repair Café Namur Confluence",2021-12-11,"Bruit à l'intérieur.Démontage et nettoyage"
restart_19838,"The Restart Project",BEL,"Games console ~ XBox","Games console",38,Unknown,,,Repairable,,"Repair Café Braine-L'Alleud",2020-07-19,"Remplacer puce HDMI dans Xbox"
restart_19839,"The Restart Project",BEL,"Games console","Games console",38,Microsoft,,,Fixed,,"Repair Café Roeselare",2021-10-16,"Condensatoren vervangen"
restart_19840,"The Restart Project",BEL,"Games console","Games console",38,ps,2015,7,Fixed,,"Repair Café Rhode",2022-01-16,"surchauffe du circuit:::: nettoyage"
restart_19841,"The Restart Project",BEL,"Games console","Games console",38,Nintendo,2007,15,Fixed,,"Repair Lab",2022-01-26,"Ventilo qui fait du bruit (sauf quand on penche la console de jeu).Changer avec le ventilo d'une autre console"
restart_19842,"The Restart Project",BEL,"Games console","Games console",38,Unknown,,,Repairable,,"Repair Café Braine-L'Alleud",2020-09-13,"Nintendo :batterie explosée ! retirée - à remplacer."
restart_19843,"The Restart Project",BEL,"Games console","Games console",38,Unknown,,,"End of life",,"Repair Café Braine-L'Alleud",2020-09-13,"Nintendo : humidité, oxydation . Nettoyage inefficace."
restart_19844,"The Restart Project",BEL,"Games console","Games console",38,Microsoft,,,Fixed,,"Repair Café Ixelles",2022-01-02,"ne fonctionne plus. contact de connecteur d'alim ressoudé"
restart_19845,"The Restart Project",BEL,"Games console","Games console",38,VTech,2019,3,Fixed,,"Repair Café Basse-Enhaive",2022-01-21,"Le jeu s'allume puis s'éteint tout de suite.Remplacement de la pile"
restart_19846,"The Restart Project",BEL,"Games console","Games console",38,Unknown,,,Fixed,,"Repair Café Braine-L'Alleud",2021-07-11,"Nettoyage de tous les contacts, élimination faux contact"
