id,data_provider,country,partner_product_category,product_category,product_category_id,brand,year_of_manufacture,product_age,repair_status,repair_barrier_if_end_of_life,group_identifier,event_date,problem
fixitclinic_3,"Fixit Clinic",USA,"Artificial christmas tree lights","Decorative or safety lights",3,GE,,,Unknown,,,2018-01-13,"The team spent about 2 hours trying to get some of the strings to work. We got some lights to work. It seemed that some of the wiring was faulty. In the end, we decided it made sense to remove the lights and replace with new strings. This solution was far superior to purchasing a new tree. "
fixitclinic_681,"Fixit Clinic",USA,"12"" Table Fan",Fan,7,Holmes,,,Unknown,,,2018-01-14,"The problem with the fan assembly was fixed. It felt great not to have to dump the item.  Even though it is a small cost to replace it, it felt even better to return it to service. . "
fixitclinic_682,"Fixit Clinic",USA,"upright vacuum",Vacuum,34,Hoover,,,Unknown,,,2018-01-14,"On the way to the clinic I stopped at the Vacuum Cleaner shop to buy a belt, which had been suggested by a couple of people as the probable problem.  Turns out the store would install the belt for me, so I left it there for them to do it.  I would not have known they could instantly diagnose the problem and take care of it if I hadn't gone there on the way to the clinic. . When you buy a product try and make sure it is made to allow future repairs and not made to be disposable. "
fixitclinic_6,"Fixit Clinic",USA,"CD player","Hi-Fi separates",13,Curtis,,,Unknown,,,2018-01-14,"The lid on the device wasn't latching, and this made it impossible to play a CD. My coach helped me take apart the machine, and discarded a spring controlling the lid, which thereafter stayed closed. FixIt Clinics are AWESOME!. "
fixitclinic_7,"Fixit Clinic",USA,Fan,Fan,7,Aries,,,Unknown,,,2018-01-14,"The fan works now! We oiled the bearings and all is well. "
fixitclinic_8,"Fixit Clinic",USA,blender,"Food processor",37,"kitchen aid",2008,10,Unknown,,,2018-01-14,"A part required replacing. The directions supplied with the new part(s) made replacement procedure unclear. It was determined in a Fixit pow wow to saw off the aluminum base of the old worn coupling with a Dremel tool. This worked, and the new part was then quickly placed. "
fixitclinic_9,"Fixit Clinic",USA,"SSW Radio /Dual Conversion12 Bands/Dual Clock/FM Stereo/SW/MW/PLL Synthesized Receiverual Clock Radio","Portable radio",23,SONY,,,Repairable,,,2018-01-19,"It was fixed however I dropped it 6 months ago. I am really attached to this little 'bug'.  The sound is superb and everything works  so well together in this neat little package; it's beautiful!Yes, I never got any short wave reception, just AM/FM. "
fixitclinic_683,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,Brother,,,Unknown,,,2018-01-21,"Only sews backwards. I look forward to meeting you all someday!!!. "
fixitclinic_684,"Fixit Clinic",USA,"Rice cooker","Small kitchen item",29,"Black and Decker",,,"End of life",,,2018-01-21,"Nice gentleman Steve spent time with us diagnosing the problem.  It turns out that the in-line thermal fuse had blown, and he didn't have a comparable on to replace it with.  . Item was already in its last legs before the current problem, so it was time to replace it. "
fixitclinic_12,"Fixit Clinic",USA,"FM/AM Radio Cassette-Corder","Portable radio",23,Son,,,Fixed,,,2018-01-21,"Clinic fixed the volume control. Didn't think it was salvageable.  So a BIG thank you. "
fixitclinic_14,"Fixit Clinic",USA,Toaster,Toaster,31,Cuisinart,,,Repairable,,,2018-01-21,"During the fixit clinic, determined the toaster has electrical/PCB issues. "
fixitclinic_16,"Fixit Clinic",USA,ipad,Tablet,30,Apple,2014,4,Fixed,,,2018-01-27,"Not accepting password. A great idea! I hope you have another! Thank you!. "
fixitclinic_18,"Fixit Clinic",USA,"Sewing machine","Sewing machine",27,"Singer ""Featherweight""  ",2008,10,Fixed,,,2018-01-27,"Bobbin threader not working. Had tried to fix it before- bought a new battery- learned how to oil machine and adjust thread tension. I would suggest have spare parts and a manual, for others trying to fix this issue. . "
fixitclinic_20,"Fixit Clinic",USA,Lamp,Lamp,15,N/A,2008,10,Repairable,,,2018-01-27,"Needs rewiring and new switch. Excellent advice on how to fix it myself with a part they didn't have. "
fixitclinic_23,"Fixit Clinic",USA,"Cuisinart Food Mixer","Food processor",37,Cuisinart,2008,10,Fixed,,,2018-01-27,"No power. This item was fixed with black adhesive tape and a nickel. I had a great team of three people fix this problem! Ernie, Charles, and Larry: my heroes. . "
fixitclinic_24,"Fixit Clinic",USA,"Christmas Song Village",Toy,32,"Roman Inc",2008,10,Fixed,,,2018-01-27,"Stopped Singing. "
fixitclinic_25,"Fixit Clinic",USA,"Barbie CD Player - Pink with radio",Toy,32,"Not sure?",,,Fixed,,,2018-01-27,"Skipping when moved at all. "
fixitclinic_26,"Fixit Clinic",USA,"Immersion Blender","Food processor",37,"Cusinart Smart Stick Hand Blender",2013,5,Fixed,,,2018-01-27,"Won't blend without terrible noise - gear coming out. Hit it hard!. "
fixitclinic_27,"Fixit Clinic",USA,Fan,Fan,7,Holmes,2014,4,Fixed,,,2018-01-27,"Doesn't Spin. "
fixitclinic_28,"Fixit Clinic",USA,Clock,Watch/clock,35,Personalization,2009,9,Fixed,,,2018-01-27,"Clock hands fell off. Had help from Ernie Bauer. "
fixitclinic_29,"Fixit Clinic",USA,Lamp,Lamp,15,Unknown,2008,10,Repairable,,,2018-01-27,"Needs new socket and rewiring. Need to have the new parts. "
